,Brightness_Class,Id
10225,1,7530
10226,0,3174
10227,0,21920
10228,0,18548
10229,1,11686
10230,0,1100
10231,1,28433
10232,1,16573
10233,0,26975
10234,1,24851
10235,1,19670
10236,1,16146
10237,0,9739
10238,0,11395
10239,1,28423
10240,1,28490
10241,0,16606
10242,0,7023
10243,0,12088
10244,1,22098
10245,0,6737
10246,0,20291
10247,0,16033
10248,0,14341
10249,0,29340
10250,1,30061
10251,1,5528
10252,0,9697
10253,1,27673
10254,1,9271
10255,0,22345
10257,0,30620
10258,0,16286
10259,1,8076
10260,0,30934
10261,0,5613
10262,0,29281
10263,0,16457
10264,0,4120
10265,0,8393
10266,0,30398
10267,0,2065
10268,1,10394
10269,1,2544
10270,0,11979
10271,1,20392
10272,1,22659
10273,1,5480
10274,1,29269
10275,1,19655
10277,0,18992
10278,1,19030
10279,0,18995
10280,0,11521
10281,1,28960
10282,0,22108
10283,0,5978
10285,0,19481
10286,1,3973
10287,0,18799
10288,0,27226
10289,1,14579
10290,1,29868
10291,0,1067
10292,1,2760
10293,1,23471
10295,0,29339
10297,1,27851
10298,1,5642
10299,0,22008
10301,0,9565
10302,0,3255
10303,0,16504
10304,0,28688
10305,0,12335
10306,1,28207
10307,1,29393
10308,1,21573
10309,1,12938
10310,0,30814
10311,0,21295
10312,0,23751
10313,1,2354
10314,0,1286
10315,0,8931
10316,1,19707
10317,0,18699
10318,0,1340
10319,1,30162
10320,0,9910
10321,0,13747
10322,0,11482
10323,0,11043
10324,0,15455
10325,1,15883
10326,0,15283
10327,1,6041
10328,0,17482
10329,0,266
10330,0,16613
10331,0,30997
10332,0,4785
10333,1,15275
10334,1,30623
10335,0,2788
10336,1,23542
10337,1,29079
10338,0,13047
10339,0,24322
10340,0,7691
10341,0,11107
10342,0,26469
10343,0,14024
10344,0,13032
10345,0,25961
10346,1,5385
10348,1,18329
10349,1,13466
10350,1,20897
10351,0,24061
10352,1,24660
10353,1,24925
10354,0,25884
10355,0,21543
10356,1,11978
10358,1,26806
10359,0,9423
10360,0,28889
10361,0,10306
10362,1,24527
10363,0,27154
10364,1,8775
10365,0,9232
10366,0,14673
10367,1,419
10368,0,27101
10369,0,17628
10370,1,18777
10371,0,10258
10372,0,24458
10373,0,25074
10374,0,11747
10375,1,22662
10376,1,27229
10378,0,5614
10379,1,1932
10380,0,1768
10381,0,3105
10382,1,26901
10383,0,12468
10384,1,18888
10385,1,14829
10386,0,2038
10387,1,694
10388,0,4218
10389,0,2466
10390,0,26330
10391,1,20306
10392,1,22523
10393,1,25108
10394,0,27322
10395,1,12895
10396,1,16800
10397,0,27089
10398,1,685
10399,0,14231
10400,1,20720
10401,0,19647
10402,0,17492
10403,0,10866
10404,1,25430
10405,1,26922
10406,0,3159
10407,0,30367
10408,0,18580
10409,1,28194
10410,0,10841
10411,0,862
10412,0,7696
10413,1,29329
10414,0,879
10415,0,6685
10416,0,23021
10417,1,18763
10418,1,7749
10421,1,12599
10422,0,4144
10423,1,16245
10424,0,466
10425,0,10016
10426,0,27702
10427,0,28797
10428,1,25043
10429,1,4874
10430,0,3573
10431,1,16954
10432,0,5670
10433,1,8858
10434,0,8232
10435,1,22379
10436,0,29387
10437,0,3496
10438,0,22722
10439,0,7536
10440,0,19678
10441,0,13419
10442,1,14061
10443,0,11054
10444,1,6848
10445,0,23063
10446,1,21779
10447,1,28389
10448,0,12404
10449,1,18508
10451,1,8983
10452,0,20980
10453,0,5036
10454,0,13714
10455,1,22076
10456,0,1814
10457,0,30870
10458,1,4789
10459,0,19968
10460,1,9508
10461,1,24922
10462,0,24038
10463,0,626
10464,1,21562
10465,1,26242
10466,0,13158
10467,1,17727
10468,0,25834
10469,1,7628
10470,0,15244
10471,0,6766
10472,0,14607
10473,1,8200
10474,0,11902
10475,1,27858
10476,0,11816
10477,1,18824
10478,1,9305
10479,1,9915
10480,0,18166
10481,0,16597
10482,1,21775
10483,1,16595
10484,0,22658
10485,0,4504
10486,1,29372
10487,1,11454
10488,0,4772
10489,0,9720
10490,0,28822
10491,1,13363
10492,0,26802
10493,0,28507
10494,1,29244
10495,0,30509
10496,0,30626
10497,1,12799
10498,1,20201
10499,0,15572
10500,0,16986
10501,0,17295
10502,1,8159
10503,1,22208
10504,0,13749
10505,0,6368
10506,0,9874
10508,0,25906
10509,0,10870
10510,1,1671
10511,1,15557
10512,0,23422
10513,0,3673
10514,0,12016
10515,0,28375
10516,0,24087
10517,0,7717
10518,1,6986
10519,0,10962
10520,0,22533
10521,0,26643
10522,0,6812
10523,1,23956
10524,1,6552
10525,0,4750
10526,0,30866
10527,0,5130
10528,1,22889
10529,1,3266
10530,0,3759
10531,0,17975
10532,1,8452
10533,0,28318
10534,0,5454
10535,0,16262
10536,0,20612
10537,1,1734
10538,0,3894
10539,1,19811
10541,0,5551
10542,0,1251
10543,1,14808
10544,1,4533
10545,1,23359
10546,1,4403
10547,1,352
10548,0,12403
10549,0,392
10550,1,12896
10551,1,26180
10552,0,6384
10553,1,902
10554,1,7128
10555,0,23144
10556,0,15813
10557,0,16897
10558,0,22048
10559,0,5697
10560,0,24433
10561,1,8619
10562,0,13674
10563,0,22184
10564,0,18308
10565,1,28922
10566,0,4350
10567,1,6056
10568,1,25966
10569,0,1185
10570,0,21529
10571,0,27826
10572,0,1213
10573,0,24314
10574,0,28903
10575,1,20940
10576,1,1586
10577,0,15825
10578,0,5221
10579,1,7230
10580,1,9084
10581,1,23643
10582,0,10836
10583,1,25691
10585,0,26887
10586,1,23080
10587,1,19962
10588,0,13985
10589,0,19140
10590,0,15205
10591,1,28445
10592,0,29380
10593,1,6748
10594,0,5047
10595,1,24588
10596,0,25107
10597,0,29112
10598,0,18607
10599,0,23055
10600,0,6095
10601,0,14874
10603,1,13044
10604,1,20113
10605,1,9992
10606,0,24435
10607,0,13405
10608,1,3246
10609,0,2935
10610,0,25841
10611,1,14722
10613,0,1499
10614,0,20165
10615,1,5226
10616,0,15908
10617,0,18924
10619,1,1955
10620,0,6767
10621,1,2313
10622,1,13348
10623,0,1575
10624,1,20207
10625,1,18605
10626,1,4337
10627,0,20354
10628,0,12334
10629,1,20004
10630,0,19759
10631,1,17885
10632,0,16922
10633,0,7695
10634,1,2462
10635,1,19916
10636,0,19703
10637,0,25734
10638,0,8423
10639,1,29935
10640,1,7490
10641,0,5445
10642,0,16521
10643,0,14221
10644,0,19128
10645,1,6157
10646,0,30065
10647,1,12958
10648,0,30610
10649,0,24670
10650,0,2076
10651,1,4443
10652,1,27522
10653,0,11334
10654,0,27430
10655,0,10719
10656,0,30214
10657,1,1201
10658,0,27
10659,0,20263
10660,1,1913
10661,0,24795
10662,1,14239
10664,0,23812
10665,0,7044
10667,1,25001
10668,1,23165
10669,0,28602
10670,1,711
10671,0,678
10672,1,185
10673,0,30811
10674,1,29612
10675,1,30460
10676,0,21726
10677,1,24954
10678,0,25483
10681,1,6819
10682,1,29709
10683,1,4565
10685,0,24353
10686,0,5896
10687,0,8066
10688,1,15742
10689,0,11384
10690,0,19385
10691,1,12518
10692,0,1435
10693,1,5906
10695,1,5999
10696,1,29676
10697,1,2434
10698,1,17417
10699,1,4942
10700,0,15
10701,0,15130
10702,1,2109
10703,0,24809
10704,1,8015
10705,1,18099
10706,0,3131
10707,0,20592
10708,0,21269
10709,0,18841
10711,0,11286
10712,0,4844
10713,1,5056
10714,1,30627
10715,0,22348
10716,1,6955
10717,0,3314
10718,0,20941
10719,0,3200
10720,0,19627
10721,0,27277
10722,1,11786
10723,0,8992
10724,1,9398
10725,0,9484
10726,0,25276
10727,0,937
10728,1,16481
10729,1,29546
10730,0,25219
10731,0,17845
10732,0,1616
10733,0,26229
10734,0,18958
10735,1,5151
10736,1,24991
10737,0,28842
10738,1,29700
10739,1,17355
10740,1,507
10742,1,29607
10743,1,6657
10744,1,24290
10745,0,16010
10746,1,18944
10747,0,21659
10748,0,27557
10749,1,18439
10750,1,14105
10751,0,14531
10752,0,10991
10754,0,24077
10755,0,26125
10756,1,16471
10757,0,17287
10758,1,28963
10759,0,13426
10760,0,2913
10761,0,17381
10762,0,7931
10763,0,26346
10764,0,3642
10765,1,1097
10766,1,26043
10767,0,30572
10769,0,14020
10770,1,8750
10771,0,3454
10772,0,18004
10773,0,19833
10774,1,2080
10775,1,17005
10776,0,11248
10777,0,20815
10778,0,10057
10779,0,26696
10780,1,18738
10781,0,14994
10782,0,25991
10783,1,30992
10784,0,5361
10785,0,15835
10786,0,13224
10787,0,18957
10788,1,14361
10789,1,24049
10790,0,17427
10791,0,7310
10792,0,23532
10793,1,26868
10794,0,26617
10795,0,25102
10797,0,21187
10798,0,11161
10800,1,8879
10801,1,12501
10802,0,22308
10803,0,15113
10804,1,3811
10805,1,12497
10806,1,23673
10807,1,6108
10808,0,24725
10809,1,72
10810,0,29448
10812,1,28996
10813,0,3942
10814,1,7658
10815,1,7876
10816,1,17301
10817,0,13664
10818,0,5809
10819,1,28302
10820,0,19217
10821,1,11639
10822,0,28358
10823,1,6404
10825,1,1275
10826,1,5418
10827,1,22053
10828,0,20703
10830,0,3001
10831,0,37
10832,1,12700
10833,0,3593
10834,1,29489
10835,0,7026
10836,1,21144
10837,0,302
10838,0,19931
10839,1,1723
10840,1,11720
10841,0,726
10842,1,5837
10843,1,5235
10844,0,11561
10845,0,4620
10846,0,19777
10847,1,22373
10848,1,21939
10849,1,15367
10850,0,6162
10851,1,27637
10852,0,16531
10853,0,511
10854,1,519
10855,0,28698
10856,0,24883
10857,0,22508
10858,0,29181
10859,1,12543
10860,0,3532
10861,0,21606
10862,0,13783
10863,1,12013
10864,0,24420
10865,1,30778
10866,0,18655
10867,0,20875
10868,0,8904
10869,0,20748
10870,0,18650
10871,1,29678
10872,0,23955
10873,1,9415
10874,0,17147
10875,1,5389
10876,0,10999
10877,0,6627
10878,0,28557
10879,1,24151
10880,1,17812
10881,1,5941
10882,1,16106
10883,0,1141
10884,1,5154
10885,0,9517
10886,0,11855
10887,0,16825
10888,0,26706
10889,1,25440
10890,0,28345
10891,1,2996
10892,0,3645
10893,0,8778
10894,0,9365
10895,1,13995
10896,0,10900
10897,0,17854
10898,0,4746
10899,1,19763
10900,0,7526
10901,1,16382
10902,0,13091
10903,0,12199
10904,0,11725
10905,1,26470
10906,0,5006
10907,0,4316
10909,0,18608
10910,1,6921
10911,0,21600
10912,0,13074
10913,1,28810
10914,1,508
10915,1,6276
10916,0,6696
10917,0,29463
10918,1,29289
10919,1,30552
10920,0,15546
10921,1,17353
10922,0,15037
10923,0,4025
10924,1,4417
10925,0,2990
10926,0,5873
10927,1,947
10928,1,8631
10929,0,25648
10930,0,4204
10931,0,12215
10933,0,12789
10934,1,9141
10935,1,24703
10936,0,12408
10937,1,7264
10938,0,3917
10939,0,24921
10940,0,26128
10942,1,23289
10943,0,18702
10944,0,21822
10945,1,27493
10946,0,19313
10947,0,24301
10948,1,20016
10950,0,19420
10951,1,15477
10952,0,4189
10953,0,10774
10954,1,29008
10955,0,1339
10956,0,30042
10957,0,683
10958,1,18834
10959,1,4685
10960,0,27114
10961,0,19119
10962,1,21965
10963,1,11308
10964,1,19419
10965,1,11528
10966,1,29479
10967,0,12479
10968,0,7945
10969,0,13222
10970,0,26476
10971,1,590
10972,1,6472
10973,0,9518
10974,0,22798
10975,0,6684
10976,0,15324
10977,0,28851
10978,1,28111
10979,1,10419
10980,0,1014
10981,0,1243
10982,0,8540
10984,0,19954
10985,1,61
10986,0,7865
10987,0,11537
10988,0,6654
10989,0,18364
10990,1,13997
10991,0,1970
10992,0,20677
10993,0,15788
10995,1,23590
10996,1,6120
10997,0,30475
10999,1,2031
11000,1,475
11001,1,766
11002,1,10599
11003,1,9587
11004,1,14451
11005,1,3223
11006,0,3659
11007,0,28359
11008,0,13841
11009,0,15554
11010,0,26717
11011,1,480
11012,1,2342
11013,0,8245
11014,0,6832
11015,0,13131
11016,0,29651
11017,0,802
11019,0,27432
11020,0,2871
11021,0,17574
11022,0,14637
11023,0,1751
11024,0,17474
11025,1,25856
11026,1,12405
11027,0,23873
11028,0,5435
11029,1,30970
11030,0,1666
11031,1,13072
11032,0,15349
11033,0,22069
11034,0,4257
11035,0,2652
11036,0,20430
11037,1,18687
11038,0,26363
11039,1,26549
11040,1,23853
11041,0,6170
11042,0,27991
11043,1,24091
11044,0,11152
11045,0,24179
11046,0,12665
11047,0,4416
11048,0,3149
11050,0,2523
11051,0,9033
11052,1,1780
11053,0,30165
11054,0,20104
11055,0,17211
11056,0,25442
11057,0,26302
11058,1,2883
11059,0,478
11060,0,9154
11061,0,8172
11062,1,27956
11063,0,4887
11064,1,19049
11065,1,28779
11066,1,19874
11067,0,30761
11068,0,0
11069,1,19597
11070,0,29420
11071,0,29501
11072,1,14447
11073,0,23821
11074,0,19774
11076,0,14679
11077,0,7654
11079,1,28233
11080,1,17570
11081,0,24917
11082,1,22322
11083,0,16364
11084,0,11276
11085,0,23802
11086,0,24033
11087,0,30489
11088,0,13112
11089,0,9624
11091,0,832
11092,0,13318
11093,1,22857
11094,0,17830
11095,0,18335
11096,0,21175
11097,1,26669
11098,0,15740
11101,0,16367
11102,0,3640
11103,0,7322
11104,0,10474
11105,1,10796
11106,0,18559
11107,0,10395
11108,1,3275
11109,0,16590
11110,0,30004
11111,1,21185
11113,1,26015
11114,1,10316
11115,0,16961
11116,0,17623
11117,0,16964
11118,1,18209
11119,0,19484
11120,1,14483
11121,1,29888
11122,1,192
11123,1,1426
11124,1,835
11127,1,23204
11128,0,12847
11129,1,18618
11130,0,5575
11131,0,11734
11132,0,19785
11133,0,30157
11134,0,16874
11135,1,20773
11136,0,6092
11137,0,11100
11139,0,17804
11140,0,955
11141,0,30418
11143,0,13040
11144,1,4392
11145,0,7025
11146,1,14508
11148,0,29421
11149,0,26020
11150,1,9983
11151,0,20903
11152,1,29789
11153,1,12498
11154,0,28102
11155,1,17001
11156,0,15544
11157,1,28033
11158,0,16454
11159,0,27235
11160,1,5227
11161,0,9470
11162,0,22587
11163,1,16250
11164,1,2055
11165,1,21607
11166,0,14283
11167,0,21444
11168,0,9277
11169,1,30146
11170,0,27910
11171,0,2280
11172,0,7076
11173,1,12420
11174,0,12774
11175,1,29604
11176,0,13058
11177,1,28086
11178,0,23969
11179,0,10262
11180,1,2047
11181,0,13548
11182,0,5255
11183,0,25426
11184,1,30915
11186,1,1295
11187,0,23719
11188,1,14339
11189,1,5693
11190,1,25265
11191,0,4496
11192,1,15412
11193,1,16016
11194,0,15773
11195,0,26216
11196,0,1680
11197,1,8533
11198,1,10088
11199,0,12713
11200,0,873
11201,0,24207
11202,1,30174
11203,1,2807
11204,1,29362
11205,0,18091
11206,0,10951
11207,0,3084
11208,0,52
11209,0,19690
11210,0,7714
11211,1,3765
11212,0,16779
11213,0,14643
11214,1,27124
11215,0,27893
11216,1,17093
11217,0,3661
11218,1,4082
11219,0,15721
11220,1,20475
11221,1,1028
11222,0,4945
11223,1,28681
11224,0,18689
11225,1,25272
11226,1,12610
11227,0,5735
11228,1,2479
11229,0,26834
11230,1,22140
11231,1,29189
11232,0,14457
11233,0,26012
11234,0,15974
11235,1,4574
11236,1,21954
11237,1,12180
11238,0,26742
11239,0,23616
11240,0,17648
11241,0,16781
11242,1,28028
11244,0,10844
11245,1,18431
11246,0,447
11247,0,17600
11248,1,8031
11249,0,5984
11250,0,22109
11251,0,24893
11252,0,10765
11253,0,9555
11254,0,10323
11255,0,11096
11256,0,22153
11257,1,19712
11258,0,6020
11259,1,30686
11260,0,28629
11261,1,24593
11262,1,10626
11263,0,23243
11265,0,13953
11266,1,14730
11267,1,17539
11269,0,28980
11270,0,5561
11271,1,22906
11272,0,645
11274,1,18028
11275,1,10360
11276,1,16731
11277,1,28154
11278,0,9172
11279,0,20647
11280,0,14378
11281,0,2710
11282,0,26842
11283,0,12332
11286,0,12698
11287,0,2137
11288,0,25234
11289,1,9503
11290,0,23415
11291,0,29635
11292,0,19101
11293,0,26429
11294,1,21472
11295,0,20470
11297,1,29474
11298,1,12587
11299,1,14830
11300,0,14485
11301,0,5145
11302,1,1174
11303,0,23692
11304,0,9904
11305,0,26176
11306,1,623
11307,0,28058
11309,1,610
11310,1,2601
11311,0,17259
11312,0,22748
11313,0,1513
11314,1,21923
11315,0,21092
11316,1,13598
11317,0,11282
11318,1,2486
11319,0,11678
11320,1,8151
11321,0,8344
11322,0,20436
11323,1,29338
11325,0,27961
11326,0,12494
11327,0,14261
11328,0,5078
11329,1,13741
11330,0,10423
11331,0,30713
11332,1,11102
11333,1,12452
11334,1,26538
11335,0,12782
11336,0,3947
11337,0,23817
11338,0,17564
11339,1,21540
11340,0,8450
11341,0,20022
11342,0,25268
11343,1,15284
11344,0,16727
11345,1,4586
11346,0,10004
11347,0,1111
11348,1,25480
11349,0,4855
11350,0,30851
11351,0,15247
11352,0,23671
11353,0,961
11354,0,16660
11355,1,23374
11357,1,26290
11358,1,23058
11360,1,7527
11361,0,30508
11362,1,22145
11363,1,4735
11364,0,23608
11365,0,14324
11366,0,25850
11367,0,8485
11368,0,16289
11369,0,15209
11370,0,24551
11371,0,6145
11372,1,7370
11373,0,5925
11374,1,29088
11375,0,24813
11376,1,25909
11377,0,7160
11378,0,1021
11379,1,16076
11380,0,7910
11381,1,20051
11382,0,23963
11383,1,3346
11384,1,1856
11385,0,26366
11386,0,19999
11387,0,25283
11388,0,8809
11389,0,2908
11390,1,17906
11391,0,6360
11392,0,9593
11393,0,7752
11394,1,12856
11395,0,23276
11396,0,26079
11397,0,28590
11398,0,25287
11399,0,1350
11400,1,4796
11401,0,16265
11402,0,5719
11403,1,14834
11404,1,9506
11405,0,18289
11406,0,26952
11407,0,25485
11408,1,6464
11409,1,24773
11410,0,18423
11411,0,30548
11412,0,25733
11413,0,26703
11414,0,10008
11415,1,8532
11416,0,907
11417,1,6645
11418,1,30414
11419,1,8321
11420,1,30189
11421,1,16673
11422,0,27483
11423,0,4952
11424,0,22937
11425,0,13030
11426,1,2235
11427,0,26972
11428,1,16639
11429,0,9009
11430,0,18309
11431,0,25156
11432,0,25125
11433,1,17087
11434,0,13961
11435,0,16189
11436,1,12248
11438,0,24165
11439,0,5345
11440,1,20386
11441,0,28985
11442,0,25679
11443,0,14760
11444,0,7805
11445,0,13221
11446,1,26859
11447,1,484
11448,0,17641
11450,1,11971
11451,1,19081
11452,0,15538
11453,0,20049
11454,0,21827
11455,1,23642
11456,0,28381
11457,1,17196
11458,1,13042
11459,1,28159
11460,0,21755
11461,1,13301
11462,0,12697
11463,0,20879
11464,0,10805
11465,0,20630
11466,1,1877
11467,0,28195
11468,0,10546
11469,0,17589
11470,0,215
11471,1,29006
11472,1,27836
11473,1,17435
11474,1,26415
11475,0,15927
11476,0,26906
11477,0,27902
11478,0,6227
11479,1,28664
11480,0,29445
11481,1,2498
11482,0,9962
11484,0,8037
11485,0,29593
11486,0,26694
11487,0,3073
11488,0,14141
11489,0,24806
11490,1,16227
11491,0,15527
11492,0,27618
11493,1,5966
11494,0,14859
11495,1,3615
11496,0,24650
11497,0,892
11498,0,3381
11499,1,27194
11501,0,24204
11502,0,20971
11503,1,26010
11504,0,25690
11505,0,14909
11506,0,28895
11507,0,20665
11508,0,11502
11509,0,12567
11510,1,10957
11511,0,24127
11512,1,6900
11513,0,6749
11514,0,17063
11515,0,26882
11517,1,13272
11519,0,6266
11520,0,10182
11521,1,17329
11522,0,12168
11524,0,20882
11525,0,29374
11526,1,20970
11528,0,13195
11529,1,19312
11530,0,12458
11531,0,1287
11532,0,27970
11533,0,27302
11534,1,15812
11535,1,20443
11536,1,3909
11537,0,11481
11538,0,15225
11540,0,18107
11541,0,4174
11543,0,11165
11544,0,23880
11545,1,2712
11546,0,25459
11547,0,17030
11548,0,2145
11549,1,11063
11550,0,893
11551,0,28305
11552,1,12731
11553,0,5483
11554,1,22629
11555,1,11412
11556,0,19821
11557,1,9866
11558,1,17128
11559,0,19146
11560,0,17733
11561,1,7541
11562,0,14718
11563,0,4158
11564,1,12946
11565,1,8622
11566,0,9889
11567,0,9240
11568,0,19461
11569,0,2340
11570,1,2312
11571,1,2097
11573,0,17424
11574,0,30670
11575,1,15251
11576,0,8887
11577,0,8867
11578,0,16721
11579,1,29861
11580,0,22333
11581,0,80
11582,0,1928
11583,0,5400
11584,0,8960
11585,1,18282
11586,1,12336
11587,0,23430
11588,1,7713
11589,0,18412
11590,0,1805
11591,0,17320
11592,1,17148
11593,0,29560
11594,0,11247
11595,1,11830
11596,1,15922
11597,0,15524
11599,1,10404
11600,0,12530
11601,1,5769
11602,0,24316
11603,0,28398
11604,1,7798
11605,1,22650
11606,0,5490
11607,1,1182
11608,1,7602
11609,1,7755
11610,0,22392
11611,0,19000
11612,1,9879
11613,1,20781
11614,1,10771
11615,1,23272
11616,1,23368
11617,0,27998
11618,0,27119
11619,0,11545
11620,0,22126
11621,1,27791
11622,0,17789
11623,1,29637
11624,1,13051
11625,0,4078
11626,0,3378
11627,0,10815
11628,1,10481
11629,0,23115
11630,0,17697
11631,0,6519
11632,0,26667
11633,0,21949
11634,0,13227
11635,0,5111
11636,0,13485
11637,0,4957
11638,1,11022
11639,0,22590
11640,0,21420
11641,0,22329
11642,1,13734
11643,0,14423
11644,0,12295
11646,1,14130
11647,1,18658
11648,1,5084
11649,0,4993
11650,0,6796
11651,0,3667
11652,0,28549
11654,0,15236
11655,1,15084
11656,1,3711
11657,0,17192
11658,0,1217
11659,0,8205
11660,1,16348
11661,0,16221
11662,0,4212
11663,0,28827
11664,0,25837
11665,0,29684
11667,0,16603
11668,0,15291
11669,0,3104
11670,0,12255
11671,1,6007
11672,1,20296
11674,0,11186
11675,0,19003
11676,0,13398
11678,1,406
11679,0,26678
11680,0,21837
11681,1,24669
11682,0,23183
11683,1,24233
11684,0,4119
11685,1,9362
11686,0,1003
11687,0,9126
11688,0,25517
11689,1,25618
11690,0,23975
11691,0,21898
11692,1,6060
11693,1,18910
11695,1,9934
11696,0,19735
11697,0,27027
11699,0,7092
11700,1,756
11701,1,2319
11702,0,18499
11703,0,20383
11704,0,26350
11705,0,8795
11706,0,22930
11707,0,21598
11708,0,30755
11709,1,13290
11710,1,11851
11711,0,27251
11712,1,14278
11713,0,8352
11714,0,14932
11715,1,8575
11716,0,27066
11717,0,9049
11718,0,2372
11719,1,30916
11720,1,12442
11721,0,987
11722,0,22651
11724,0,15219
11725,0,23127
11726,0,11087
11727,0,12630
11728,0,24109
11729,0,28641
11730,0,26031
11731,1,710
11732,0,5238
11733,1,21938
11734,0,28582
11735,1,20539
11736,0,30715
11737,0,26382
11738,0,15420
11739,1,26377
11740,0,26796
11741,1,10557
11742,1,28766
11743,1,20009
11745,0,10938
11746,0,19886
11747,0,23871
11748,1,2026
11749,0,26648
11750,0,596
11751,1,9628
11752,0,28714
11753,0,21229
11755,1,29698
11756,1,17563
11757,1,18881
11759,0,10829
11760,1,7332
11761,0,14192
11762,1,7004
11763,0,16266
11764,1,21772
11765,0,7897
11767,0,29640
11768,0,29191
11769,1,30007
11770,0,9112
11771,0,22179
11772,0,13472
11773,0,11797
11774,0,6604
11775,1,21486
11776,1,22156
11777,1,30999
11778,1,19806
11779,0,12860
11780,1,24383
11781,1,2424
11782,0,5290
11783,1,11875
11784,1,11929
11785,0,29288
11786,0,26845
11787,0,7463
11788,1,14367
11789,1,14680
11790,0,7122
11791,1,27915
11792,1,24128
11793,0,13901
11794,0,22841
11795,0,25216
11796,1,573
11797,0,9912
11798,1,12039
11799,0,8276
11800,0,29073
11801,1,18967
11802,0,7497
11803,1,15934
11804,0,25528
11805,0,30656
11807,1,1204
11808,1,18809
11809,1,17200
11810,0,9947
11811,0,1958
11812,0,24779
11813,0,16996
11814,0,7043
11815,1,1173
11816,0,25350
11817,0,5098
11818,0,6117
11819,0,23362
11820,0,15559
11821,0,10702
11822,0,26985
11824,0,2967
11825,0,25193
11826,0,10653
11827,1,24729
11829,0,20895
11830,0,9139
11831,0,15748
11832,0,16533
11833,1,2505
11835,1,20063
11836,0,8034
11837,0,6232
11838,1,24882
11839,1,13298
11840,1,14575
11841,0,1882
11842,0,7949
11843,0,16938
11844,0,17221
11845,0,22921
11846,0,17091
11847,1,1750
11848,0,4042
11849,1,7909
11850,0,12170
11851,0,25789
11852,0,11821
11853,0,21049
11854,1,9828
11855,0,11947
11857,0,4522
11858,0,24738
11859,0,27291
11860,0,11201
11861,1,5509
11862,0,12346
11863,0,11192
11864,1,6633
11865,0,10438
11866,0,26733
11867,0,7932
11870,0,28657
11872,1,24059
11873,1,9150
11874,0,866
11875,0,17060
11876,1,12425
11877,0,14265
11878,0,25661
11879,0,23634
11880,0,7559
11881,1,29275
11883,1,22478
11884,1,21731
11885,1,13287
11886,0,23580
11887,0,8253
11888,0,25321
11889,0,4259
11890,0,26252
11891,1,7721
11892,0,21135
11893,1,15814
11894,1,11870
11895,0,8082
11896,1,11275
11897,1,28388
11898,1,12475
11900,1,19156
11901,0,2160
11902,0,19112
11903,1,16611
11904,1,24495
11905,1,4743
11906,0,23900
11909,0,12742
11910,0,25326
11911,1,1505
11912,0,2526
11913,0,9210
11914,0,17318
11915,0,642
11916,1,15167
11917,0,9014
11918,0,13283
11919,0,10407
11920,1,15823
11921,1,3685
11922,0,12481
11923,1,2218
11924,1,4415
11925,0,930
11926,0,27118
11927,1,29931
11928,1,3509
11929,0,17062
11930,1,4110
11931,0,13713
11932,0,2790
11933,1,14536
11934,0,23086
11935,0,19786
11936,0,16830
11937,1,29248
11938,1,24580
11939,1,29720
11940,0,11600
11941,1,11041
11942,0,7954
11943,1,595
11944,0,21699
11945,0,7566
11946,1,15755
11947,0,6577
11948,1,26670
11949,0,14917
11950,1,29505
11951,1,16411
11952,0,9543
11953,0,9636
11954,1,20072
11955,1,16756
11956,0,15636
11958,0,22916
11959,1,1151
11960,0,24113
11961,1,4255
11962,0,21454
11963,0,17379
11964,1,21831
11965,1,7476
11966,1,15354
11967,1,25867
11969,0,5216
11970,1,10266
11971,0,15386
11972,0,27687
11973,0,29215
11974,1,19043
11975,0,5756
11976,0,21046
11977,0,5365
11978,1,9252
11979,0,28152
11980,0,9816
11981,0,9847
11982,0,16516
11983,1,27029
11984,0,28413
11985,1,2611
11986,1,24031
11987,0,6699
11988,1,28406
11989,0,2837
11990,0,3427
11991,0,15376
11992,0,2497
11993,1,5606
11994,1,31020
11995,0,503
11996,0,28421
11997,0,11166
11998,1,25729
11999,0,3882
12000,0,7454
12001,0,21653
12002,0,21468
12003,1,25825
12004,0,6587
12005,0,6118
12006,0,20635
12007,1,29713
12008,0,18569
12009,1,22955
12010,0,28684
12011,1,24320
12012,1,1492
12013,0,13768
12014,0,703
12015,1,2457
12016,0,14505
12017,0,25419
12018,0,18933
12019,0,8466
12020,0,21288
12021,1,1948
12022,0,16530
12023,1,10176
12024,0,24488
12025,1,29107
12026,0,23509
12027,1,13475
12028,0,12463
12029,0,28745
12030,1,28487
12031,0,17340
12032,0,8278
12033,0,20352
12034,0,9833
12035,0,18915
12037,0,3424
12039,0,20661
12040,1,19637
12041,1,22707
12042,0,11355
12043,1,28495
12044,0,1698
12045,0,2741
12046,1,12523
12047,0,22690
12048,1,19282
12049,0,4469
12050,0,25036
12051,1,9798
12052,0,18746
12054,0,30163
12057,1,29163
12058,0,21036
12059,0,27638
12060,0,28095
12063,1,3800
12064,0,4809
12065,1,19731
12066,0,30046
12067,0,18080
12068,0,4377
12069,0,20437
12070,1,25346
12071,0,23622
12072,0,18055
12073,0,14887
12074,0,4545
12075,1,23104
12076,1,19872
12077,1,4621
12079,1,18006
12080,0,29423
12081,0,17594
12082,0,29101
12084,0,30024
12085,1,27103
12086,0,12032
12087,0,24190
12088,1,18524
12089,1,23168
12090,0,28726
12091,0,10383
12092,0,11348
